"consumption_data","emission_factor","emission_factor_unit","emission_tCO2e","comment","starting_year","organisation_id","emission_type_id","emission_type","emission_source_id","emission_source","scope_id","scope","consumption_data_unit_id","consumption_data_unit"
45314.0,0.15102000000000002,"kg CO2e/passenger.km",6.843320280000001,"Business Travel - Planes (expenses)",2022,3999111,8142,"Transport - public",91275129.0,"Flights - Short-haul, to/from UK - Economy class",4313.0,"Scope 3",681545.0,"passenger.km"
38872.0,0.03549,"kg CO2e/passenger.km",1.37956728,"Business Travel - Trains (corporate) ",2022,3999111,8142,"Transport - public",91275135.0,"National rail",4313.0,"Scope 3",681545.0,"passenger.km"
101729.0,0.03549,"kg CO2e/passenger.km",3.6103622100000003,"Business Travel - Trains  ",2022,3999111,8142,"Transport - public",91275135.0,"National rail",4313.0,"Scope 3",681545.0,"passenger.km"
14929.0,0.0965,"kg CO2e/passenger.km",1.4406485,"Business Travel - Bus (patient vouchers) ",2022,3999111,8142,"Transport - public",91275110.0,"Average local bus",4313.0,"Scope 3",681545.0,"passenger.km"
13542.0,0.0965,"kg CO2e/passenger.km",1.3068030000000002,"Business Travel - Bus (expenses) ",2022,3999111,8142,"Transport - public",91275110.0,"Average local bus",4313.0,"Scope 3",681545.0,"passenger.km"
6451.0,0.112862,"kg CO2e/passenger.km",0.728072762,"Business Travel - Ferry (expenses) ",2022,3999111,8142,"Transport - public",91275113.0,"Ferry - Average (all passenger)",4313.0,"Scope 3",681545.0,"passenger.km"
49.31,8.910581395348837,"kg CO2e/tonnes",0.43938076860465114,"Waste - food and drink organic waste",2022,3999111,8140,"Waste",91275206.0,"Organic: food and drink waste - Anaerobic digestion",4313.0,"Scope 3",681547.0,"tonnes"
310.37,21.28019379844961,"kg CO2e/tonnes",6.604733749224805,"Waste - paper and cardboard recycling ",2022,3999111,8140,"Waste",91275221.0,"Paper and board: board - Recycled",4313.0,"Scope 3",681547.0,"tonnes"
86.58,21.28019379844961,"kg CO2e/tonnes",1.8424391790697672,"Waste - Dry Mixed Recycling ",2022,3999111,8140,"Waste",91275221.0,"Paper and board: board - Recycled",4313.0,"Scope 3",681547.0,"tonnes"
1252.34,273.0,"kg CO2e/tonnes",341.88881999999995,"Waste - Clinical - orange ",2022,3999111,8140,"Waste",91275172.0,"Clinical Waste - Orange Stream",4313.0,"Scope 3",681547.0,"tonnes"
213.37,297.0,"kg CO2e/tonnes",63.37089,"Waste - Clinical - yellow",2022,3999111,8140,"Waste",91275175.0,"Clinical Waste - Yellow Stream",4313.0,"Scope 3",681547.0,"tonnes"
0.2,1000.0,"kg CO2e/tonnes",0.2,"Waste - Clinical - red ",2022,3999111,8140,"Waste",91275174.0,"Clinical Waste - Red Stream",4313.0,"Scope 3",681547.0,"tonnes"
12.62,21.28019379844961,"kg CO2e/tonnes",0.26855604573643405,"Waste - glass recycling ",2022,3999111,8140,"Waste",91275185.0,"Glass - Recycled",4313.0,"Scope 3",681547.0,"tonnes"
1414.71,21.28019379844961,"kg CO2e/tonnes",30.105302968604647,"Waste - municiple waste to combustion ",2022,3999111,8140,"Waste",91275186.0,"Household/Municipal/Domestic waste - Combustion",4313.0,"Scope 3",681547.0,"tonnes"
6.92,8.910581395348837,"kg CO2e/tonnes",0.061661223255813954,"Waste - gardening to composting ",2022,3999111,8140,"Waste",91275212.0,"Organic: garden waste - Composting",4313.0,"Scope 3",681547.0,"tonnes"
16.42,21.28019379844961,"kg CO2e/tonnes",0.3494207821705426,"Waste - scrap metal recyling ",2022,3999111,8140,"Waste",91275198.0,"Metal: scrap metal - Recycled",4313.0,"Scope 3",681547.0,"tonnes"
8.0,0.98470835,"kg CO2e/tonnes",0.0078776668,"Waste - construction recycled ",2022,3999111,8140,"Waste",91275166.0,"Average construction - Recycled",4313.0,"Scope 3",681547.0,"tonnes"
0.03,21.28019379844961,"kg CO2e/tonnes",0.0006384058139534883,"Waste - fluorescent tubes - lighting ",2022,3999111,8140,"Waste",91275267.0,"WEEE - small - Recycled",4313.0,"Scope 3",681547.0,"tonnes"
4.44,21.28019379844961,"kg CO2e/tonnes",0.09448406046511627,"Waste - mattresses - recycled ",2022,3999111,8140,"Waste",91275179.0,"Commercial and industrial waste - Combustion",4313.0,"Scope 3",681547.0,"tonnes"
0.23,21.28019379844961,"kg CO2e/tonnes",0.00489444457364341,"Waste - batteries - recycled ",2022,3999111,8140,"Waste",91275265.0,"WEEE - mixed - Recycled",4313.0,"Scope 3",681547.0,"tonnes"
0.0,0.3407533148647296,"kg CO2e/FTE Working Hour",0.0,"Home Working - FTE hours not availble to repot ",2022,3999111,8147,"Homeworking",91274946.0,"Homeworking (office equipment + heating)",4313.0,"Scope 3",681536.0,"FTE Working Hour"
374.0,11.5,"kg CO2e/Room per night",4.301,"Hotel Stay",2022,3999111,8148,"Hotel stay",91274948.0,"Hotel stay - UK (London)",4313.0,"Scope 3",681546.0,"Room per night"
70553.0,0.19338,"kg CO2e/kWh",13.64353914,"Leased Assets - Eletrical Consumption ",2022,3999111,8136,"Electricity",91274925.0,"Electricity: UK",4313.0,"Scope 3",681539.0,"kWh"
352949.0,0.18253999999999998,"kg CO2e/kWh",64.42731045999999,"Leased Assets - Heating Consumption ",2022,3999111,8137,"Fuels",91274938.0,"Natural gas",4313.0,"Scope 3",681539.0,"kWh"
42047.0,0.112862,"kg CO2e/passenger.km",4.745508514,"Ferry - procurement ",2022,3999111,8142,"Transport - public",91275113.0,"Ferry - Average (all passenger)",4313.0,"Scope 3",681545.0,"passenger.km"
1.87,510.0,"tonnes CO2e",0.9537,"Isoflurane",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4311.0,"Scope 1",681542.0,"Mass used kg / GWP100"
380.76,130.0,"tonnes CO2e",49.498799999999996,"Sevoflurane",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4311.0,"Scope 1",681542.0,"Mass used kg / GWP100"
14.3,2540.0,"tonnes CO2e",36.4,"Desflurane ",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4311.0,"Scope 1",681542.0,"Mass used kg / GWP100"
961.5,298.0,"tonnes CO2e",286.527,"Anaesthetic NO2",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4311.0,"Scope 1",681542.0,"Mass used kg / GWP100"
318.74,298.0,"tonnes CO2e",94.98452,"Portable Entonox",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4311.0,"Scope 1",681542.0,"Mass used kg / GWP100"
1786.8,298.0,"tonnes CO2e",532.4664,"Maternity Manifold Entonox ",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4311.0,"Scope 1",681542.0,"Mass used kg / GWP100"
0.264,1397.0,"tonnes CO2e",0.36880799999999997,"F-Gas - R449A",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4311.0,"Scope 1",681540.0,"Kyoto Protocol - Standard"
11.89,675.0,"tonnes CO2e",8.02575,"F - Gas - R32",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4311.0,"Scope 1",681540.0,"Kyoto Protocol - Standard"
"",3220.0,"tonnes CO2e",5760.0,"Inhalers - Primary Care",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681540.0,"Kyoto Protocol - Standard"
"",3220.0,"tonnes CO2e",142.3,"Inhalers - Secondary Care",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681540.0,"Kyoto Protocol - Standard"
54909665.0,0.0311,"tonnes CO2e",1707.6905814999998,"WTT - Natural Gas",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681539.0,"kWh"
122979.0,0.63253,"tonnes CO2e",77.78790687,"WTT - Gas Oil A2",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681541.0,"litres"
3186.0,0.52807,"tonnes CO2e",1.68243102,"WTT - Kerosene",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681541.0,"litres"
17805024.0,0.03744,"tonnes CO2e",666.6200985600001,"WTT - Biomass Pellets",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681539.0,"kWh"
542470.0,0.00792,"tonnes CO2e",4.2963624,"WTT - Biomass chip",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681539.0,"kWh"
26503723.0,0.04625,"tonnes CO2e",1225.79718875,"WTT - Electricity (generation) ",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681539.0,"kWh"
26503723.0,0.00423,"tonnes CO2e",112.11074829,"WTT - Electricity (T&D) ",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681539.0,"kWh"
280256.0,0.05743,"tonnes CO2e",16.09510208,"WTT - Van Class 1",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681543.0,"miles"
1389358.0,0.09489,"tonnes CO2e",131.83618062,"WTT - Van average diesel ",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681543.0,"miles"
37989.0,0.33618,"tonnes CO2e",12.77114202,"WTT - HGV average laiden",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681543.0,"miles"
3863.0,0.31349,"tonnes CO2e",1.21101187,"WTT - HGV rigid 7 to 15 tonnes ",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681543.0,"miles"
2171642.0,0.06737,"tonnes CO2e",146.30352154,"WTT - Cars small petrol ",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681543.0,"miles"
177509.0,0.01654,"tonnes CO2e",2.9359988599999998,"WTT - Business Travel - planes",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681538.0,"km"
409257.0,0.03632,"tonnes CO2e",14.864214239999999,"WTT - Business Travel - taxi's ",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681538.0,"km"
140601.0,0.00892,"tonnes CO2e",1.2541609200000001,"WTT - Business Travel - Trains ",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681538.0,"km"
13542.0,0.02494,"tonnes CO2e",0.33773748,"WTT - Business Travel - Bus",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681538.0,"km"
6451.0,0.025347,"tonnes CO2e",0.163513497,"WTT - Business Travel - Ferry ",2022,3999111,8151,"Other",91275275.0,"Other (please specify in comments)",4313.0,"Scope 3",681538.0,"km"
"","","","","",2022,3999111,8151,"Other","","","","","",""
