"consumption_data","consumption_data_unit_id","emission_factor","emission_factor_unit","emission_tCO2e","starting_year","organisation_id","emission_type_id","emission_source_id","scope_id","comment"
11.89,681540.0,675.0,"tonnes CO2e",8.02575,2022,3999111,8151,91275275.0,4311,"F - Gas - R32"
54909665.0,681539.0,0.0311,"tonnes CO2e",1707.6905814999998,2022,3999111,8151,91275275.0,4313,"WTT - Natural Gas"
122979.0,681541.0,0.63253,"tonnes CO2e",77.78790687,2022,3999111,8151,91275275.0,4313,"WTT - Gas Oil A2"
3186.0,681541.0,0.52807,"tonnes CO2e",1.68243102,2022,3999111,8151,91275275.0,4313,"WTT - Kerosene"
17805024.0,681539.0,0.03744,"tonnes CO2e",666.6200985600001,2022,3999111,8151,91275275.0,4313,"WTT - Biomass Pellets"
542470.0,681539.0,0.00792,"tonnes CO2e",4.2963624,2022,3999111,8151,91275275.0,4313,"WTT - Biomass chip"
26503723.0,681539.0,0.04625,"tonnes CO2e",1225.79718875,2022,3999111,8151,91275275.0,4313,"WTT - Electricity (generation) "
26503723.0,681539.0,0.00423,"tonnes CO2e",112.11074829,2022,3999111,8151,91275275.0,4313,"WTT - Electricity (T&D) "
280256.0,681543.0,0.05743,"tonnes CO2e",16.09510208,2022,3999111,8151,91275275.0,4313,"WTT - Van Class 1"
1389358.0,681543.0,0.09489,"tonnes CO2e",131.83618062,2022,3999111,8151,91275275.0,4313,"WTT - Van average diesel "
37989.0,681543.0,0.33618,"tonnes CO2e",12.77114202,2022,3999111,8151,91275275.0,4313,"WTT - HGV average laiden"
3863.0,681543.0,0.31349,"tonnes CO2e",1.21101187,2022,3999111,8151,91275275.0,4313,"WTT - HGV rigid 7 to 15 tonnes "
2171642.0,681543.0,0.06737,"tonnes CO2e",146.30352154,2022,3999111,8151,91275275.0,4313,"WTT - Cars small petrol "
177509.0,681538.0,0.01654,"tonnes CO2e",2.93599886,2022,3999111,8151,91275275.0,4313,"WTT - Business Travel - planes"
409257.0,681538.0,0.03632,"tonnes CO2e",14.86421424,2022,3999111,8151,91275275.0,4313,"WTT - Business Travel - taxi's "
140601.0,681538.0,0.00892,"tonnes CO2e",1.25416092,2022,3999111,8151,91275275.0,4313,"WTT - Business Travel - Trains "
13542.0,681538.0,0.02494,"tonnes CO2e",0.33773748,2022,3999111,8151,91275275.0,4313,"WTT - Business Travel - Bus"
6451.0,681538.0,0.025347,"tonnes CO2e",0.163513497,2022,3999111,8151,91275275.0,4313,"WTT - Business Travel - Ferry "
7859979.0,681539.0,0.19338,"kg CO2e/kWh",1519.96273902,2022,3999112,8136,91274925.0,4312,""
24434780.0,681539.0,0.1825399999999999,"kg CO2e/kWh",4460.324741199999,2022,3999112,8137,91274938.0,4311,""
1438627.0,681539.0,0.01053,"kg CO2e/kWh",15.14874231,2022,3999112,8144,91274924.0,4311,""
104775.0,681535.0,0.1,"kg CO2e/cubic metres",10.4775,2022,3999112,8138,91275273.0,4313,"The emission factor differs from DEFRA - (DEFRA is 0.149 for 2022)"
41544.0,681535.0,0.19,"kg CO2e/cubic metres",7.893359999999999,2022,3999112,8138,91275274.0,4313,"The emission factor differs from DEFRA - (DEFRA is 0.272 for 2022)"
0.0,681537.0,2540.0,"kg CO2e/kg",0.0,2022,3999112,8150,91275020.0,4313,"No emissions removed from our process"
79.1,681537.0,130.0,"kg CO2e/kg",10.283,2022,3999112,8150,91275021.0,4311,""
5.25,681537.0,510.0,"kg CO2e/kg",2.6775,2022,3999112,8150,91275022.0,4311,""
1754.0,681537.0,298.0,"kg CO2e/kg",522.692,2022,3999112,8150,91275023.0,4311,""
360.9,681547.0,273.0,"kg CO2e/tonnes",98.5257,2022,3999112,8140,91275172.0,4313,""
53.9,681547.0,297.0,"kg CO2e/tonnes",16.0083,2022,3999112,8140,91275175.0,4313,""
15.5,681547.0,8.910581395348837,"kg CO2e/tonnes",0.1381140116279069,2022,3999112,8140,91275206.0,4313,""
27.2,681547.0,8.910581395348837,"kg CO2e/tonnes",0.2423678139534883,2022,3999112,8140,91275212.0,4313,""
10.0,681547.0,446.2041084203168,"kg CO2e/tonnes",4.462041084203168,2022,3999112,8140,91275187.0,4313,""
233.0,681547.0,21.28019379844961,"kg CO2e/tonnes",4.958285155038759,2022,3999112,8140,91275225.0,4313,"Dry Mixed Recyling"
17.6,681547.0,21.28019379844961,"kg CO2e/tonnes",0.3745314108527132,2022,3999112,8140,91275272.0,4313,"Furniture repurposed"
6.3,681547.0,21.28019379844961,"kg CO2e/tonnes",0.1340652209302325,2022,3999112,8140,91275265.0,4313,""
79.9,681547.0,21.28019379844961,"kg CO2e/tonnes",1.7002874844961238,2022,3999112,8140,91275229.0,4313,"Confidential Waste stream"
351.0,681547.0,21.28019379844961,"kg CO2e/tonnes",7.469348023255813,2022,3999112,8140,91275225.0,4313,"Residual Waste - recycled up to 96%"
0.922,681547.0,8.883271317829458,"kg CO2e/tonnes",0.0081903761550387,2022,3999112,8140,91275167.0,4313,""
6.41,681547.0,297.0,"kg CO2e/tonnes",1.90377,2022,3999112,8140,91275175.0,4313,"Pharmacuitical waste (reported seperate for tracking purposes)"
2.95,681547.0,21.28019379844961,"kg CO2e/tonnes",0.0627765717054263,2022,3999112,8140,91275179.0,4313,"Chemical Waste"
5036.0,681545.0,0.2458699999999999,"kg CO2e/passenger.km",1.23820132,2022,3999112,8142,91275116.0,4313,"Employee"
23297.0,681545.0,0.18362,"kg CO2e/passenger.km",4.27779514,2022,3999112,8142,91275117.0,4313,"Employee"
9100.0,681545.0,0.2458699999999999,"kg CO2e/passenger.km",2.237417,2022,3999112,8142,91275116.0,4313,"Patient out of area transport"
482503.0,681543.0,0.27492,"kg CO2e/miles",132.64972476,2022,3999112,8141,91275079.0,4313,"Business Travel Miles Claimed"
10091.0,681543.0,0.2746499999999999,"kg CO2e/miles",2.7714931499999995,2022,3999112,8141,91275082.0,4313,"Business Travel Miles Claimed"
18823.0,681543.0,0.08272,"kg CO2e/miles",1.55703856,2022,3999112,8141,91275077.0,4314,"Business Travel Miles Claimed"
25004.0,681543.0,0.19318,"kg CO2e/miles",4.83027272,2022,3999112,8141,91275080.0,4313,"Business Travel Miles Claimed"
850039.0,681543.0,0.27436,"kg CO2e/miles",233.2167000400001,2022,3999112,8141,91275081.0,4313,"Business Travel Miles Claimed"
40546.0,681543.0,0.2746499999999999,"kg CO2e/miles",11.1359589,2022,3999112,8141,91275082.0,4311,"Grey Fleet"
41362.0,681543.0,0.27492,"kg CO2e/miles",11.37124104,2022,3999112,8141,91275079.0,4311,"Grey Fleet"
8572.0,681543.0,0.0,"kg CO2e/miles",0.0,2022,3999112,8141,91275083.0,4314,"Grey Fleet"
638832.0,681543.0,0.27436,"kg CO2e/miles",175.26994752000004,2022,3999112,8141,91275081.0,4311,"Grey Fleet"
325.0,681545.0,0.0278099999999999,"kg CO2e/passenger.km",0.00903825,2022,3999112,8142,91275134.0,4313,"Patient out of area transport"
1942.0,681545.0,0.03549,"kg CO2e/passenger.km",0.06892158,2022,3999112,8142,91275135.0,4313,"Patient out of area transport"
1107.0,681545.0,0.10778,"kg CO2e/passenger.km",0.11931246,2022,3999112,8142,91275132.0,4313,"Employee Tranport "
18302.52,681545.0,0.03549,"kg CO2e/passenger.km",0.6495564348,2022,3999112,8142,91275135.0,4313,"Employee Transport "
29350.0,681543.0,0.37268,"kg CO2e/miles",10.938158,2022,3999112,8143,91275151.0,4311,"Fleet"
2000.0,681543.0,0.3433,"kg CO2e/miles",0.6866,2022,3999112,8143,91275152.0,4311,"Fleet"
80650.0,681543.0,0.10019,"kg CO2e/miles",8.0803235,2022,3999112,8143,91275137.0,4314,"Fleet"
227400.0,681543.0,0.27492,"kg CO2e/miles",62.516808,2022,3999112,8141,91275079.0,4311,"Fleet"
3000.0,681543.0,0.27436,"kg CO2e/miles",0.8230800000000001,2022,3999112,8141,91275081.0,4311,"Fleet"
43200.0,681543.0,0.19318,"kg CO2e/miles",8.345376,2022,3999112,8141,91275080.0,4311,"Fleet"
164100.0,681543.0,0.08272,"kg CO2e/miles",13.574352,2022,3999112,8141,91275077.0,4314,"Fleet"
154.38,681537.0,2088.0,"kg CO2e/kg",322.34544,2022,3999112,8139,91275028.0,4311,"F Gas Register "
38.74,681537.0,1774.0,"kg CO2e/kg",68.72476,2022,3999112,8139,91275027.0,4311,"F Gas Register "
52054609.03,681539.0,0.1825399999999999,"kg CO2e/kWh",9502.0483323362,2022,3999113,8137,91274938.0,4311,""
12221338.0,681539.0,0.19338,"kg CO2e/kWh",2363.36234244,2022,3999113,8136,91274925.0,4312,""
12221338.0,681539.0,0.01769,"kg CO2e/kWh",216.19546922,2022,3999113,8136,91274926.0,4313,""
2576448.0,681539.0,0.01053,"kg CO2e/kWh",27.12999744,2022,3999113,8144,91274924.0,4311,""
461917.0,681539.0,0.2567899999999999,"kg CO2e/kWh",118.61566642999998,2022,3999113,8137,91274934.0,4311,""
1.2,681537.0,1430.0,"kg CO2e/kg",1.716,2022,3999113,8139,91275024.0,4311,""
5.5,681537.0,2088.0,"kg CO2e/kg",11.484,2022,3999113,8139,91275028.0,4311,""
3.2,681537.0,1505.0,"kg CO2e/kg",4.816,2022,3999113,8139,91275033.0,4311,""
180.7,681547.0,8.910581395348837,"kg CO2e/tonnes",1.6101420581395347,2022,3999113,8140,91275206.0,4313,""
22.0,681547.0,21.28019379844961,"kg CO2e/tonnes",0.4681642635658914,2022,3999113,8140,91275265.0,4313,""
8.8,681547.0,21.28019379844961,"kg CO2e/tonnes",0.1872657054263566,2022,3999113,8140,91275237.0,4313,""
48.85,681547.0,21.28019379844961,"kg CO2e/tonnes",1.0395374670542634,2022,3999113,8140,91275225.0,4313,""
45.46,681547.0,21.28019379844961,"kg CO2e/tonnes",0.9673976100775192,2022,3999113,8140,91275195.0,4313,""
21.6,681547.0,21.28019379844961,"kg CO2e/tonnes",0.4596521860465116,2022,3999113,8140,91275185.0,4313,""
3.07,681547.0,1000.0,"kg CO2e/tonnes",3.07,2022,3999113,8140,91275174.0,4313,""
442.54,681547.0,273.0,"kg CO2e/tonnes",120.81342,2022,3999113,8140,91275172.0,4313,""
72.98,681547.0,297.0,"kg CO2e/tonnes",21.67506,2022,3999113,8140,91275175.0,4313,""
123777.0,681535.0,0.1,"kg CO2e/cubic metres",12.3777,2022,3999113,8138,91275273.0,4313,""
181798.0,681535.0,0.19,"kg CO2e/cubic metres",34.54162,2022,3999113,8138,91275274.0,4313,""
516969.0,681543.0,0.27492,"kg CO2e/miles",142.12511748,2022,3999113,8141,91275079.0,4313,""
74066.0,681543.0,0.19318,"kg CO2e/miles",14.30806988,2022,3999113,8141,91275080.0,4313,""
18110.0,681543.0,0.0785,"kg CO2e/miles",1.421635,2022,3999113,8141,91275093.0,4313,""
397626.0,681543.0,0.37268,"kg CO2e/miles",148.18725768000002,2022,3999113,8143,91275151.0,4313,""
52249.0,681543.0,1.35282,"kg CO2e/miles",70.68349218,2022,3999113,8143,91275147.0,4313,""
0.0,681537.0,510.0,"kg CO2e/kg",0.0,2022,3999113,8150,91275022.0,4311,""
85.25,681537.0,130.0,"kg CO2e/kg",11.0825,2022,3999113,8150,91275021.0,4311,""
0.0,681537.0,2540.0,"kg CO2e/kg",0.0,2022,3999113,8150,91275020.0,4311,""
487.0,681537.0,298.0,"kg CO2e/kg",145.126,2022,3999113,8150,91275023.0,4311,""
393187.5,681536.0,0.3407533148647296,"kg CO2e/FTE Working Hour",133.97994398837585,2022,3999113,8147,91274946.0,4313,"Based on 5% staff Homeworking a 37.5 hour week"
7.84,681547.0,21.28019379844961,"kg CO2e/tonnes",0.1668367193798449,2022,3999113,8140,91275272.0,4313,""
